numeropol,cout_prime,credit_card_number,credit_card_provider,credit_card_expire,freq_pmt
51436,930.36,869984976437801,Voyager,03/25,1
51438,1010.62,180042177246083,Discover,02/22,1
51441,840.08,676255885425,JCB 16 digit,12/17,1
51443,660.52,3337927920230887,Mastercard,05/25,1
51450,640.22,180070207714507,Maestro,02/24,1
51451,660.5,6011567237940830,JCB 16 digit,11/17,1
51459,1060.01,869979359087942,VISA 16 digit,02/19,1
51476,1190.33,342007637754302,VISA 13 digit,09/19,12
51483,690.39,676221943944,JCB 15 digit,01/20,1
51490,840.54,4355180858065041,VISA 16 digit,02/18,1
51498,1080.78,5304185514476184,JCB 16 digit,11/21,1
51511,1120.66,6011045997305486,Diners Club / Carte Blanche,08/23,1
51515,1150.53,6011469059701111,JCB 16 digit,03/22,1
51522,860.95,30020822599652,JCB 16 digit,05/22,12
51538,1180.68,30250098922748,VISA 13 digit,05/18,12
51543,1200.03,869972589746304,Maestro,01/18,1
51566,1140.97,4996609039481607,VISA 13 digit,03/23,1
51572,1150.68,5315256134285383,Discover,02/18,1
51582,660.97,5559863861030943,Discover,12/20,12
51607,960.14,210040687934549,JCB 15 digit,04/18,1
51630,900.67,589355852486,Mastercard,03/18,1
51636,760.06,210093174828278,Maestro,03/20,1
51678,880.01,6011899116251942,American Express,03/18,1
51679,630.09,349294499007655,VISA 13 digit,04/20,1
51690,900.64,6011993582027959,Maestro,10/17,1
51704,740.62,501823772097,JCB 16 digit,03/19,1
51708,980.03,4686608767846283,JCB 15 digit,08/19,1
51718,1000.01,371214527495210,Mastercard,11/17,1
51731,850.17,675957954430,American Express,04/22,1
51737,1030.7,180093019896353,Voyager,12/19,1
51745,720.59,6011489884650259,Discover,03/23,1
51750,780.62,210089504853077,JCB 15 digit,04/21,1
51753,710.41,630462976238,Discover,02/18,1
51770,1020.42,3088994704603037,American Express,03/19,1
51775,780.39,30200890889108,Maestro,01/20,12
51779,1120.02,4648930441060,Maestro,10/24,1
51821,790.55,3112453263518706,Maestro,07/18,1
51837,1000.21,5212789208518630,Maestro,03/19,12
51838,880.14,5511924000270688,Voyager,10/17,12
51843,880.5,3112515718823434,Mastercard,07/20,1
51862,900.25,3096914263286164,JCB 16 digit,04/21,1
51864,1010.54,6011245676405710,Voyager,07/18,1
51878,1160.26,503854317818,JCB 16 digit,08/26,12
51882,960.5,4407951070852228,Mastercard,02/22,1
51884,740.89,5167479506867039,Diners Club / Carte Blanche,08/23,1
51891,1020.15,869941400507732,VISA 16 digit,02/19,1
51930,740.63,676320835660,Discover,08/21,1
51936,1130.19,30094715277163,VISA 13 digit,08/22,1
51938,1150.14,4076338535970,Mastercard,08/24,1
51944,650.79,4020565737875,Mastercard,07/20,1
51966,790.13,5266366720680076,JCB 15 digit,10/17,1
51987,740.46,210085157051407,JCB 16 digit,06/19,1
51988,720.3,4872074183115726,Mastercard,02/25,1
51994,780.9,30349643729796,Mastercard,06/20,1
51996,1140.79,869927904800871,American Express,02/21,1
52013,690.96,3096339525683174,VISA 13 digit,09/18,1
52031,670.94,3112899856771781,Discover,07/19,1
52044,1060.08,4624065540729,Diners Club / Carte Blanche,11/17,1
52056,1090.57,4683748652440249,Voyager,04/23,1
52059,1140.59,372351156912849,Maestro,11/20,1
52081,980.84,30000896583584,VISA 16 digit,07/18,1
52085,1060.37,5250483182649792,VISA 16 digit,12/17,1
52097,1120.99,30463844563266,Mastercard,03/18,12
52100,1080.03,3337644943902042,Diners Club / Carte Blanche,12/23,12
52101,660.19,675947035951,Discover,01/27,1
52102,820.01,869920649700233,Diners Club / Carte Blanche,06/20,1
52118,1200.03,6011065679887809,Mastercard,11/18,1
52124,630.86,5581491631830244,JCB 15 digit,12/17,1
52127,940.62,6011291420722604,VISA 13 digit,06/18,1
52144,630.27,4416553861757894,VISA 16 digit,07/19,1
52150,630.63,4630582363039998,VISA 16 digit,05/18,1
52170,650.72,3112676382724942,VISA 13 digit,05/20,1
52174,1100.53,502047392787,JCB 15 digit,03/21,1
52176,1170.57,869999906645729,American Express,02/18,12
52179,1200.28,4935824798482464,JCB 15 digit,02/25,1
52180,860.67,30164398912020,VISA 16 digit,05/18,1
52194,760.75,4632140663473,Diners Club / Carte Blanche,04/24,1
52196,1090.41,210062531788483,Discover,06/18,1
52197,1070.5,5594828274753834,VISA 16 digit,11/20,1
52201,710.43,5296779813779320,VISA 16 digit,10/20,1
52203,780.55,4362460431676279,VISA 16 digit,06/21,1
52212,1180.77,4150550275322067,Voyager,05/19,1
52256,880.14,4930625017128670,JCB 16 digit,06/18,1
52302,940.01,4730674006453188,VISA 16 digit,05/18,1
52335,970.79,3158307256574149,American Express,05/23,1
52343,1190.08,3112028759305287,VISA 16 digit,01/18,1
52350,690.01,30136582795700,JCB 16 digit,05/20,1
52353,1070.64,30430219221556,Discover,06/24,12
52389,870.98,503888277640,Mastercard,08/19,1
52390,750.98,3112106666016419,American Express,04/18,1
52392,610.84,3088564614302564,Discover,01/22,1
52404,1200.61,30192143305133,Discover,05/19,12
52406,780.03,869996566066592,Diners Club / Carte Blanche,03/22,1
52422,820.26,869934733352033,VISA 16 digit,09/18,1
52431,880.28,180057781963477,Maestro,09/19,1
52440,1140.97,3088129746606967,Voyager,10/17,12
52441,800.12,3096267271915427,JCB 16 digit,07/20,1
52478,1080.97,30369502842704,JCB 16 digit,03/18,12
52493,980.76,4815945371802,Voyager,02/23,12
52498,710.11,501807849150,VISA 16 digit,03/19,12
52504,840.94,340696190938997,JCB 16 digit,02/23,12
52522,1130.9,869918885421282,Voyager,01/19,1
52536,1040.95,503857133907,American Express,03/18,1
52562,670.44,3528149035732918,Diners Club / Carte Blanche,05/23,1
52599,920.96,30489977598951,JCB 15 digit,03/20,1
52607,1130.33,4389876118749270,VISA 16 digit,05/21,12
52659,1140.09,375614302693820,JCB 16 digit,11/17,1
52660,760.98,210042338100850,JCB 15 digit,06/19,1
52661,1020.4,3337280622181218,JCB 15 digit,06/19,12
52662,1100.26,6011262471826388,JCB 16 digit,01/18,1
52665,1020.62,676138487381,Discover,01/19,1
52672,1170.52,3337514004893572,Maestro,11/19,1
52680,980.41,210066360256595,VISA 16 digit,07/24,1
52695,1090.87,3112877107472193,VISA 13 digit,01/26,12
52701,1010.57,869931031224161,JCB 16 digit,08/19,1
52708,1000.03,4350756532821,VISA 16 digit,07/18,1
52733,640.9,869973276759121,Voyager,05/18,12
52753,880.43,869922127952625,JCB 15 digit,11/17,1
52757,710.57,5356700418215004,Voyager,01/20,1
52784,630.4,180072290621581,Diners Club / Carte Blanche,04/23,1
52807,1170.52,5340721038301239,JCB 16 digit,08/22,1
52839,750.51,6011158242770352,JCB 16 digit,01/20,1
52865,1140.72,5587543406545201,Diners Club / Carte Blanche,11/20,12
52868,820.7,3112973899684143,VISA 13 digit,03/18,1
52886,840.16,210006876465447,Voyager,02/20,1
52894,700.79,210094867129719,VISA 13 digit,11/21,1
52895,830.73,3337692633128873,VISA 13 digit,05/20,1
52905,770.67,589315924391,Discover,01/23,1
52908,940.13,6011449718234662,JCB 16 digit,02/18,1
52925,630.58,210062298515947,Mastercard,03/23,1
52940,660.46,6011522574851207,American Express,04/18,1
52944,790.4,6011205532180998,JCB 16 digit,10/20,1
52950,1040.94,30247498031484,Maestro,01/20,1
52983,620.75,5101774754056957,JCB 16 digit,08/18,1
52999,650.85,378060168052767,JCB 15 digit,09/22,1
53007,1030.86,372084572846925,Voyager,08/19,1
53036,930.8,5265058112731325,Voyager,04/19,1
53038,770.02,3528780417265810,JCB 16 digit,07/20,1
53041,890.72,5343022599278339,Voyager,08/19,1
53049,760.15,6011557133039803,VISA 16 digit,06/19,12
53050,1050.25,4012845601858125,JCB 16 digit,11/21,1
53053,800.24,210090208684016,Voyager,10/18,1
53057,810.95,30153760725326,VISA 13 digit,06/24,1
53060,730.35,6011168501260508,Maestro,01/18,12
53078,890.08,6011842627005308,Discover,06/18,1
53080,1110.89,3088969334341695,Diners Club / Carte Blanche,05/18,1
53082,1040.78,869974716145459,Voyager,01/19,1
53088,650.26,676288027540,Maestro,09/18,1
53135,1050.04,501883275973,Discover,07/18,1
53165,1120.13,210086965325678,Mastercard,05/18,1
53189,1050.15,3337845121779330,JCB 16 digit,12/19,1
53191,740.93,4084458093774538,Mastercard,03/19,1
53200,1050.71,3337902652633145,Diners Club / Carte Blanche,08/19,1
53225,990.76,4465110348311116,JCB 16 digit,05/18,1
53231,610.68,4680058064028,JCB 15 digit,06/20,1
53255,1030.92,3337087173828208,American Express,03/18,12
53285,910.9,30409900744746,JCB 16 digit,12/17,1
53294,640.95,5112495673458705,Voyager,07/19,1
53299,1020.37,180085115408299,JCB 15 digit,01/18,1
53300,1130.59,4004017828382251,Maestro,09/19,1
53308,690.76,5381867287396287,VISA 16 digit,05/21,1
53309,660.52,375411754980189,Diners Club / Carte Blanche,05/18,1
53341,860.12,6011725610506780,VISA 16 digit,04/18,1
53347,710.52,4289212410848142,JCB 16 digit,08/18,1
53383,1170.83,639070941880,VISA 16 digit,10/18,1
53396,1010.44,869955159725659,JCB 16 digit,06/23,1
53413,1030.01,342730598642220,JCB 16 digit,10/21,12
53425,800.9,3158447409186001,Discover,12/17,1
53430,730.32,676360525288,Diners Club / Carte Blanche,09/21,1
53440,1000.66,4192395096788,Diners Club / Carte Blanche,12/21,1
53445,930.51,6011242879419887,VISA 16 digit,10/19,1
53452,690.59,869968498521788,American Express,05/20,1
53464,600.07,180010101129543,JCB 16 digit,01/18,1
53473,1180.58,180012047198434,JCB 16 digit,08/22,12
53477,730.14,30304766912893,Mastercard,09/20,12
53518,940.14,4356602066573564,Maestro,02/18,1
53521,650.28,6011669130717933,VISA 16 digit,06/18,1
53533,720.85,869923025840698,JCB 16 digit,01/18,1
53545,1120.66,3158231970564907,VISA 16 digit,06/20,1
53550,850.11,3337874633158601,American Express,01/19,1
53558,1150.38,6011129967895823,JCB 16 digit,07/19,1
53563,650.57,344640607337472,VISA 16 digit,06/19,1
53565,890.53,869968040157016,Mastercard,01/18,1
53583,1050.67,5296074318294953,Diners Club / Carte Blanche,01/19,1
53590,750.67,5198573570334125,Discover,08/18,1
53591,750.95,180081200806299,JCB 16 digit,12/24,1
53596,1130.79,4517536273515321,JCB 15 digit,10/17,1
53616,600.86,3158210859867276,VISA 13 digit,12/19,1
53623,1050.96,4653369639891796,Maestro,08/20,1
53625,960.22,5387036251775744,Diners Club / Carte Blanche,06/20,12
53644,760.54,3528199762338504,VISA 16 digit,02/26,1
53679,790.12,3112905915930449,Diners Club / Carte Blanche,10/18,1
53739,960.75,5180349117773566,JCB 16 digit,08/23,1
53767,1100.28,561251288248,Diners Club / Carte Blanche,01/22,1
53775,850.67,4934932785500,American Express,05/18,1
53777,800.84,4651128883603790,VISA 16 digit,08/19,1
53782,940.25,30393175310153,Voyager,03/19,12
53796,1050.4,4768724529514,Voyager,08/19,1
53803,1050.63,4930968335574047,Mastercard,01/18,1
53823,860.37,4022489883351372,Mastercard,03/19,12
53834,680.86,3112843612119489,Discover,06/20,1
53850,840.22,6011734314474352,VISA 16 digit,10/18,1
53851,730.58,6011176313527030,JCB 16 digit,06/18,1
53865,920.79,869911692959800,Maestro,01/19,1
53872,680.07,30029356433113,JCB 15 digit,06/23,1
53898,1060.91,372840548412369,JCB 16 digit,12/17,1
53900,990.37,589308515651,Discover,07/19,1
53907,730.89,4472376766697796,Maestro,10/19,1
53917,780.98,630444380491,Voyager,06/20,1
53918,1080.44,869995881551445,VISA 16 digit,08/20,1
53946,860.95,6011762494347809,Maestro,02/19,1
53974,1151.0,3112791564112269,American Express,02/23,12
53985,940.81,180041496990892,Maestro,01/21,1
53988,1200.83,375117052258356,VISA 16 digit,04/20,1
53989,1120.52,3112179535204748,Diners Club / Carte Blanche,03/22,1
54012,830.82,5118064935638027,Maestro,03/24,1
54016,800.05,676104197675,American Express,01/23,1
54017,880.51,060410194900,JCB 15 digit,11/18,1
54022,1150.11,6011361647522655,VISA 13 digit,09/20,12
54064,1130.37,4334532508826,Voyager,06/25,1
54088,1120.64,869997549780770,American Express,01/19,1
54094,820.74,3112702257265173,American Express,04/19,1
54101,630.11,180044782528517,JCB 16 digit,01/27,1
54103,1110.5,4355954816095286,VISA 16 digit,02/21,12
54168,830.36,3337674703880161,American Express,01/24,1
54173,940.43,3096793496957548,JCB 15 digit,02/18,1
54174,820.69,6011198777662996,VISA 16 digit,01/20,1
54179,840.18,30043335440636,Voyager,06/27,1
54214,870.93,869916542487977,Diners Club / Carte Blanche,11/18,1
54231,900.75,6011437164656421,Maestro,01/27,12
54243,780.32,676203187676,JCB 16 digit,09/24,1
54253,960.61,3528942346348428,JCB 16 digit,07/18,1
54271,830.72,869963992073972,Diners Club / Carte Blanche,03/18,1
54275,600.68,503819222848,JCB 16 digit,03/18,1
54276,1200.37,180005750340391,JCB 16 digit,08/20,12
54309,600.13,4455893755973005,JCB 16 digit,10/18,1
54340,1140.96,639090519435,VISA 13 digit,12/18,1
54367,830.03,30387016868395,JCB 16 digit,02/22,1
54372,820.54,210044890158250,Discover,06/18,1
54390,1020.14,4375890860482739,Voyager,09/18,1
54435,980.64,30518459781790,VISA 16 digit,08/18,12
54442,1000.36,502019431068,JCB 16 digit,10/17,1
54443,960.86,5276732973937364,Diners Club / Carte Blanche,07/18,1
54452,1110.99,4123838732678542,VISA 13 digit,03/20,1
54454,890.58,869996905093216,VISA 16 digit,07/18,12
54455,930.03,4097772017333,Diners Club / Carte Blanche,12/21,1
54464,1160.78,210049562190952,Mastercard,11/18,1
54489,870.93,589367875434,Diners Club / Carte Blanche,12/17,1
54497,1010.85,4455795522731,JCB 16 digit,04/23,1
54500,1160.39,342562047673286,VISA 16 digit,07/21,1
54503,1060.26,6011308027914077,Mastercard,08/18,1
54512,1150.28,3088881259290684,Mastercard,11/20,1
54524,640.16,30171187444750,VISA 16 digit,08/18,12
54525,1060.77,340764238718746,JCB 16 digit,01/19,1
54527,970.38,6011788003395526,Diners Club / Carte Blanche,06/22,1
54528,770.48,373611923814365,VISA 16 digit,02/18,1
54531,1060.82,371739442878736,Mastercard,07/18,12
54539,990.95,3088190747505269,Mastercard,10/17,1
54544,1060.97,3528335375477210,VISA 16 digit,06/19,12
54553,780.96,6011265570460801,Maestro,02/20,1
54560,690.85,3096156933722604,American Express,07/22,1
54575,990.44,4648967299456939,JCB 16 digit,11/23,12
54602,1140.71,3158434074340188,VISA 16 digit,06/18,1
54603,670.13,376037721183927,JCB 16 digit,09/23,1
54607,960.22,377998242106052,American Express,07/20,12
54623,1050.12,3112907983943585,VISA 16 digit,10/17,1
54655,960.61,869957812440999,JCB 16 digit,07/21,1
54679,610.04,30043608379313,Voyager,09/24,1
54688,690.63,4485159664085602,VISA 16 digit,03/21,1
54693,690.17,6011866941413229,Diners Club / Carte Blanche,06/19,1
54694,1180.17,30073113252465,JCB 16 digit,04/18,1
54712,610.01,180091921395225,JCB 16 digit,07/20,1
54724,1160.3,675973430845,American Express,06/18,1
54730,970.44,5258954550611020,Discover,10/18,1
54753,730.95,4777960395734831,VISA 13 digit,12/17,1
54755,610.35,4676750659867,Voyager,12/21,1
54762,680.17,6011454207445183,VISA 16 digit,12/18,1
54771,1160.71,180026392954050,VISA 16 digit,12/17,1
54787,1200.01,675954585344,Mastercard,03/18,1
54788,1180.42,6011692782924516,VISA 16 digit,08/18,12
54790,770.84,4338814258489,VISA 13 digit,07/26,1
54791,630.88,501851584059,Mastercard,10/22,1
54792,1200.76,4089608075171,JCB 16 digit,03/20,12
54796,980.46,5120332240746884,Maestro,06/23,12
54798,1010.99,6011771412917676,JCB 15 digit,11/21,1
54799,1030.47,5486654824747550,VISA 16 digit,10/23,1
54805,780.41,342927368619806,VISA 16 digit,03/20,1
54809,950.83,30286233126167,VISA 13 digit,01/18,1
54815,1160.13,6011496661118004,Mastercard,07/21,1
54856,790.38,676217997508,Diners Club / Carte Blanche,09/20,12
54887,800.58,342569438401086,JCB 15 digit,10/23,12
54891,960.6,676261692914,VISA 13 digit,03/18,12
54895,900.63,4542811313029,JCB 15 digit,02/22,1
54896,920.39,3112351259315014,JCB 16 digit,04/20,12
54898,1060.28,180009998546223,JCB 16 digit,04/18,1
54911,850.63,210048534368001,Maestro,10/18,12
54913,720.27,4649634983498,Discover,07/23,1
54914,1150.15,869979278200956,VISA 16 digit,01/22,1
54918,610.92,869900433904282,Diners Club / Carte Blanche,10/18,12
54922,820.29,3337415569831512,American Express,10/18,1
54927,790.9,589396912737,VISA 13 digit,06/19,1
54932,670.21,210022446513624,JCB 16 digit,05/19,12
54938,690.53,5443274967204046,JCB 16 digit,03/18,1
54939,790.98,6011009238455526,JCB 15 digit,04/22,1
54940,950.74,30164093114591,Discover,12/18,1
54941,1130.6,6011862980249434,American Express,12/21,1
54947,810.34,30387961097065,JCB 16 digit,12/22,1
54960,630.84,4479519082822670,Diners Club / Carte Blanche,02/20,1
54985,810.15,4284199359514774,VISA 16 digit,01/21,1
55003,690.96,5245336730175793,VISA 16 digit,06/18,1
55032,860.78,869925380827764,VISA 13 digit,11/19,1
55042,730.32,30296896845714,JCB 16 digit,01/20,1
55046,760.01,6011204616385029,JCB 16 digit,10/17,1
55078,1010.12,4668605239018089,Maestro,07/19,1
55107,990.09,3528715120152590,Discover,01/22,1
55125,1070.29,3158955113669203,VISA 13 digit,08/22,1
55132,950.89,372629987169881,JCB 16 digit,02/18,1
55138,1030.37,30406478242558,Diners Club / Carte Blanche,01/21,1
55143,830.12,5529552542772737,American Express,11/21,1
55148,1100.32,4242406408696440,JCB 15 digit,10/17,1
55151,880.06,341139251178160,American Express,11/20,12
55162,950.39,340023344255675,American Express,02/18,1
55168,1080.97,639083380464,Diners Club / Carte Blanche,06/20,12
55182,880.9,503899451127,JCB 16 digit,07/26,1
55187,980.99,3112196366016447,American Express,08/18,1
55191,960.99,639053603440,Discover,03/19,1
55206,870.72,4557424621998,VISA 13 digit,10/18,1
55227,910.96,4718202578074095,American Express,12/23,1
55230,1060.65,5236839549693386,Maestro,03/20,1
55239,660.28,3528682083130726,JCB 15 digit,03/18,12
55240,650.76,6011483058839715,VISA 13 digit,01/18,1
55244,1160.46,060400720276,American Express,07/19,1
55251,820.13,4099852221793,JCB 15 digit,11/22,1
55274,680.27,3096836872884743,JCB 16 digit,11/17,12
55281,1110.81,6011611559662489,American Express,12/18,1
55282,770.88,210067323598297,JCB 16 digit,11/20,1
55284,840.55,210066583101016,VISA 16 digit,06/20,1
55286,870.89,3528626981618563,VISA 16 digit,11/22,1
55288,990.24,4134102211409,Discover,11/18,1
55294,950.52,5137137963749416,VISA 13 digit,04/24,1
55298,1160.44,3337446065248273,VISA 16 digit,11/18,1
55318,770.89,3088076152541115,VISA 16 digit,10/19,1
55325,810.1,4656971697169,VISA 16 digit,05/18,1
55328,940.27,30187358014636,American Express,11/17,1
55334,710.34,30228193611077,JCB 15 digit,04/19,1
55341,670.71,3337863855470422,Voyager,02/18,1
55343,1150.36,4594005733217007,Voyager,03/22,1
55348,920.7,30090731596792,American Express,11/20,1
55369,1060.52,5564589912903480,VISA 13 digit,09/18,1
55371,750.22,676186640204,American Express,12/19,1
55373,830.52,869964393485914,JCB 15 digit,03/25,1
55404,1120.7,30565543576694,JCB 16 digit,07/18,1
55423,1090.88,180052870878652,Mastercard,02/22,1
55425,730.43,3337580112459523,Mastercard,07/20,1
55438,610.01,869980140417828,JCB 16 digit,01/19,1
55441,770.21,5107060327503830,VISA 16 digit,03/18,1
55442,620.21,869974231636644,Discover,12/20,1
55447,900.07,502024666948,Mastercard,03/21,12
55455,680.3,675936435253,VISA 16 digit,09/26,12
55467,730.59,5225742241124408,JCB 15 digit,05/18,1
55471,930.49,4541277045976,JCB 16 digit,08/20,12
55480,1030.13,3528914210802020,JCB 16 digit,11/21,12
55492,1000.44,4591761650252467,Maestro,07/22,1
55503,750.88,3096996346028259,VISA 13 digit,05/24,1
55533,870.11,3158850127576835,Maestro,06/22,1
55559,1070.78,372411804389608,Discover,05/18,1
55561,620.81,210000051806061,Diners Club / Carte Blanche,05/20,1
55568,660.63,4491412370862463,JCB 15 digit,08/24,1
55573,630.55,3528650990084708,JCB 15 digit,04/18,12
55575,950.15,060409238395,VISA 16 digit,10/22,1
55592,770.66,589310105558,Diners Club / Carte Blanche,08/18,1
55594,870.82,4389401200653387,VISA 16 digit,03/22,12
55596,1130.78,4950139408130977,VISA 16 digit,07/24,1
55602,1030.75,3158845171001979,VISA 13 digit,05/20,1
55608,840.45,6011407857364229,JCB 15 digit,07/25,12
55625,680.57,502051175821,Mastercard,11/23,1
55632,840.33,30053208225840,Mastercard,04/20,1
55645,1060.6,4388999627229575,JCB 16 digit,08/18,1
55652,650.72,3096007118273394,VISA 13 digit,09/19,1
55654,880.05,869943916412571,Voyager,09/19,1
55664,1030.59,3088318015816262,Voyager,01/23,1
55665,770.06,3158313781650214,VISA 16 digit,07/22,1
55668,900.43,4875114668437703,JCB 16 digit,07/20,1
55691,930.33,676329477324,American Express,02/20,1
55696,1040.92,6011483539950677,Discover,03/19,1
55710,780.57,5494378831991056,VISA 13 digit,10/23,1
55726,910.06,6011729467973150,VISA 16 digit,07/20,1
55729,621.0,180059210988729,JCB 16 digit,05/19,1
55752,950.63,30398029876325,Voyager,03/19,1
55760,890.6,377065373915030,Diners Club / Carte Blanche,06/18,1
55786,1130.25,3528674452270985,Maestro,06/20,1
55797,620.72,3528007132713480,Discover,04/20,1
55801,1040.14,4247308936593,JCB 16 digit,11/19,1
55804,740.37,4152778625147060,JCB 15 digit,10/22,12
55808,1020.61,4513863800509476,VISA 13 digit,03/18,12
55811,680.88,4795800961113,VISA 13 digit,11/18,12
55819,1070.09,3112571189885451,American Express,02/18,1
55837,1020.01,371257701677780,JCB 15 digit,01/22,12
55839,1110.1,3096089970445773,Maestro,07/19,1
55841,990.91,180053351034021,JCB 15 digit,09/19,1
55852,1190.9,589387229455,Maestro,06/19,1
55853,740.99,502051728595,American Express,01/19,12
55865,1200.93,30539270637151,Voyager,12/17,1
55883,1110.77,4191190487942203,Diners Club / Carte Blanche,05/20,1
55892,850.47,4624658739820887,Discover,07/20,12
55902,1130.36,5326108065631449,Diners Club / Carte Blanche,11/19,12
55904,650.43,180098512381852,Diners Club / Carte Blanche,02/18,12
55911,1190.43,3158315187800715,JCB 15 digit,12/23,12
55917,1130.39,3112942189165618,Diners Club / Carte Blanche,04/21,1
55919,690.9,6011338520251800,American Express,04/19,1
55927,730.44,379112280356268,JCB 16 digit,03/21,1
55930,1130.14,30130887755634,Voyager,12/17,1
55953,1060.92,3112474437173335,Maestro,06/23,12
55956,730.3,630400010017,VISA 16 digit,05/21,1
55975,1170.93,210053420218666,VISA 16 digit,01/24,1
55977,850.89,376407806592526,JCB 16 digit,04/19,12
55986,860.54,869902754310628,JCB 15 digit,04/22,1
55989,800.48,340743405043757,JCB 16 digit,11/21,1
55999,660.48,3528218586135597,Discover,03/18,12
56001,890.01,6011305717466509,Voyager,04/25,1
56034,940.79,4735125007275,Maestro,06/25,1
56035,780.42,4184553494330580,VISA 16 digit,03/22,1
56039,1150.71,3088502083968416,Maestro,08/19,12
56047,1040.16,869918570836976,VISA 13 digit,08/18,12
56051,800.87,4805438207241,JCB 16 digit,12/17,1
56059,1090.8,4635067988361279,JCB 15 digit,06/18,1
56072,680.74,210089034875525,American Express,03/19,1
56099,860.3,4474228443204819,JCB 16 digit,03/18,1
56104,700.78,6011973828782575,JCB 16 digit,11/17,1
56126,650.39,4846483973013350,American Express,05/24,1
56130,690.27,4922196728903967,Diners Club / Carte Blanche,10/17,1
56132,880.94,869912888724727,VISA 13 digit,12/22,1
56134,860.14,4243209735921120,JCB 16 digit,09/18,12
56144,730.7,5257248015582780,JCB 16 digit,10/18,1
56166,1000.18,30025718808935,JCB 15 digit,04/19,1
56179,1100.26,3096151687444851,JCB 16 digit,03/20,1
56186,1140.58,210075720026465,Discover,11/17,1
56194,980.01,676107187988,Maestro,05/20,12
56199,820.82,3528295399293011,Diners Club / Carte Blanche,01/20,1
56227,820.33,3088655579857145,JCB 16 digit,03/25,1
56249,790.91,4800003246330490,Maestro,09/18,12
56251,940.56,5533876131600155,Maestro,05/20,12
56267,920.14,6011536293435498,American Express,08/21,1
56270,1080.21,3112876514227646,American Express,08/25,1
56273,1040.61,4765649872516,VISA 16 digit,01/22,1
56277,980.16,503861602012,JCB 16 digit,12/19,1
56278,880.82,180035050661048,Mastercard,10/18,1
56284,1120.65,3528018773676647,VISA 13 digit,01/18,1
56293,1120.53,3112288203383336,JCB 15 digit,09/22,1
56304,1100.94,4137574793770,VISA 16 digit,01/19,1
56315,1170.05,5449233219519159,Mastercard,06/22,1
56321,1000.97,3528146773247687,Discover,08/18,1
56322,760.64,4488144700690414,Voyager,06/18,1
56324,1030.81,342256037145211,Maestro,07/18,1
56349,790.27,374755198611144,JCB 15 digit,09/18,1
56350,710.18,4114471538764,VISA 13 digit,03/20,12
56352,870.1,341367444631114,Voyager,05/18,1
56377,960.7,4327666902677620,VISA 16 digit,07/20,1
56381,1170.49,3088964285788812,VISA 13 digit,10/23,1
56382,600.29,5227667066686934,VISA 13 digit,11/17,1
56387,600.13,30219504821687,American Express,03/23,1
56389,1200.75,3088117559410155,Mastercard,01/23,1
56399,890.39,4968198739932782,American Express,09/18,1
56404,1110.46,5276798554318894,Maestro,12/17,12
56405,1060.52,210012423882852,Diners Club / Carte Blanche,07/18,12
56408,1170.89,3158071109894506,VISA 16 digit,11/18,1
56423,1000.21,3337604638535416,Diners Club / Carte Blanche,12/18,1
56424,1040.79,30165150268956,JCB 16 digit,03/20,1
56425,1160.51,30213675241486,VISA 16 digit,07/25,1
56437,1100.21,375648936952251,JCB 16 digit,10/17,12
56442,730.68,344856894617570,VISA 16 digit,09/19,1
56445,860.54,4139329088736847,Diners Club / Carte Blanche,11/18,1
56464,690.56,4662070621800170,VISA 13 digit,07/25,12
56471,880.92,377969020235470,Discover,10/18,1
56484,950.46,6011974818571184,Maestro,08/24,1
56502,970.78,6011097532484623,Discover,04/18,1
56503,890.0,5478857986429095,Voyager,01/18,1
56506,790.38,4396191512316,Mastercard,07/21,1
56513,700.99,6011087358728930,Diners Club / Carte Blanche,05/19,1
56519,1090.02,676384684822,VISA 16 digit,06/23,1
56524,1120.78,30586067646812,JCB 16 digit,03/19,1
56534,1040.01,561230091804,JCB 16 digit,01/22,1
56544,730.35,30066364568522,VISA 16 digit,02/18,1
56559,990.05,4451252108882765,Voyager,05/18,1
56565,650.68,3112685494777987,Maestro,07/19,1
56569,1040.07,5288013996438292,JCB 15 digit,12/18,1
56578,1010.58,4978625106689049,VISA 16 digit,05/19,1
56590,920.56,30005020288414,Maestro,03/22,1
56598,1060.97,676379121541,JCB 16 digit,04/24,1
56600,1100.28,4560607090965,Mastercard,09/21,1
56618,1020.92,342698062641137,Voyager,03/19,12
56639,1130.57,180005448869751,VISA 16 digit,01/21,1
56656,940.9,3112831889430739,VISA 16 digit,06/18,12
56663,1100.26,4848579225333,Mastercard,01/18,1
56686,1120.37,3337271587528451,VISA 16 digit,01/21,1
56690,1070.32,4027393013544,VISA 13 digit,06/22,12
56694,960.11,5151414558665179,VISA 16 digit,05/22,1
56720,1110.83,4075640855645821,Voyager,06/23,1
56725,1150.29,869909321148134,Diners Club / Carte Blanche,03/19,12
56727,800.24,5438053797689379,JCB 16 digit,09/18,12
56757,730.84,5144406074900379,Voyager,02/21,1
56769,990.0,3088008369223625,American Express,08/19,1
56770,1040.57,30297766785188,Diners Club / Carte Blanche,09/22,12
56773,1160.71,676272430395,Discover,03/18,1
56775,860.47,4959309787050234,JCB 16 digit,01/22,1
56787,870.51,30544921579885,VISA 16 digit,01/19,1
56806,1010.9,675982596305,JCB 15 digit,06/22,1
