numeropol,cout_prime,credit_card_number,credit_card_provider,credit_card_expire,freq_pmt
49271,810.84,4.9830137E15,Voyager,01DEC17:00:00:00,1
49288,790.13,676132076958,VISA 13 digit,01JUL19:00:00:00,1
49293,770.3,3.0889241E15,American Express,01SEP19:00:00:00,1
49304,900.25,4.5525097E15,JCB 15 digit,01JAN19:00:00:00,1
49316,680.21,3.1121035E15,JCB 16 digit,01JUL19:00:00:00,1
49317,940.94,2.1008243E14,Maestro,01APR21:00:00:00,12
49323,1100.74,4.0403307E15,Maestro,01MAY23:00:00:00,12
49324,610.94,5.2598844E15,JCB 15 digit,01FEB21:00:00:00,1
49326,1010.27,1.8007985E14,JCB 15 digit,01FEB20:00:00:00,1
49333,1020.01,3.5280005E15,Discover,01FEB22:00:00:00,12
49352,950.21,3.5285668E15,JCB 16 digit,01APR21:00:00:00,1
49370,850.3,60414964118,Discover,01NOV17:00:00:00,12
49383,990.62,6.0113783E15,VISA 16 digit,01NOV18:00:00:00,12
49384,1080.77,2.1006086E14,JCB 16 digit,01FEB19:00:00:00,12
49391,1080.98,4.153833E15,VISA 13 digit,01FEB20:00:00:00,1
49393,620.35,3.3371364E15,American Express,01NOV21:00:00:00,1
49397,640.71,3.0343086E13,Voyager,01JUL23:00:00:00,1
49412,770.31,3.4417354E14,JCB 16 digit,01JAN20:00:00:00,1
49426,1170.62,3.1125283E15,Voyager,01JAN19:00:00:00,1
49435,1060.46,3.0161174E13,VISA 16 digit,01JUL21:00:00:00,12
49456,930.69,3.7586989E14,American Express,01APR25:00:00:00,12
49459,930.05,4.6161167E12,VISA 16 digit,01MAY20:00:00:00,1
49486,790.34,3.1123669E15,Mastercard,01JAN22:00:00:00,1
49493,820.61,1.8006473E14,Voyager,01MAR20:00:00:00,1
49546,1090.56,8.6997457E14,Maestro,01AUG19:00:00:00,1
49547,930.36,3.3378001E15,Discover,01APR22:00:00:00,1
49549,1100.04,1.8002542E14,American Express,01FEB25:00:00:00,1
49552,730.39,1.8009007E14,Discover,01OCT19:00:00:00,1
49557,690.09,561208288457,VISA 16 digit,01MAR22:00:00:00,1
49559,1070.29,5.171131E15,JCB 16 digit,01MAY19:00:00:00,1
49562,1090.36,3.030095E13,VISA 16 digit,01JAN20:00:00:00,12
49569,1100.68,2.1006161E14,Maestro,01NOV17:00:00:00,1
49580,1080.74,6.01121E15,Voyager,01DEC17:00:00:00,1
49581,840.72,1.8007471E14,JCB 15 digit,01APR19:00:00:00,1
49591,930.38,3.7359494E14,JCB 16 digit,01OCT18:00:00:00,1
49594,970.98,3.7192371E14,VISA 16 digit,01MAY18:00:00:00,12
49599,1150.15,3.4863417E14,Mastercard,01DEC17:00:00:00,1
49618,770.71,3.7106784E14,Mastercard,01NOV22:00:00:00,1
49620,1050.72,60439593736,VISA 16 digit,01OCT21:00:00:00,1
49642,1120.69,676371746006,Voyager,01NOV18:00:00:00,1
49644,1120.71,639033357380,Maestro,01MAR19:00:00:00,1
49645,740.87,3.528555E15,Mastercard,01MAR19:00:00:00,12
49650,960.39,4.4996018E15,VISA 13 digit,01JAN24:00:00:00,1
49668,920.72,3.0539103E13,Discover,01JUN18:00:00:00,1
49674,1190.68,6.0112702E15,Mastercard,01DEC24:00:00:00,1
49678,1050.43,2.1006598E14,Diners Club / Carte Blanche,01MAY22:00:00:00,1
49686,720.11,6.0115173E15,VISA 16 digit,01MAR24:00:00:00,12
49696,980.48,3.048048E13,Diners Club / Carte Blanche,01MAY18:00:00:00,1
49741,1150.06,4.9178189E12,Discover,01JUN18:00:00:00,1
49742,940.09,3.4815617E14,VISA 16 digit,01MAY20:00:00:00,1
49748,620.52,3.762039E14,Maestro,01MAY23:00:00:00,1
49786,710.89,5.2202845E15,Mastercard,01SEP23:00:00:00,1
49797,930.41,3.4015075E14,American Express,01OCT22:00:00:00,1
49805,1120.93,3.096251E15,Voyager,01MAR18:00:00:00,1
49807,780.75,1.8006847E14,JCB 16 digit,01MAR21:00:00:00,1
49814,930.05,4.304702E15,American Express,01APR18:00:00:00,1
49816,1160.69,5.4181931E15,Diners Club / Carte Blanche,01SEP18:00:00:00,1
49836,1200.35,1.8002063E14,JCB 15 digit,01MAR19:00:00:00,12
49840,980.3,3.1125099E15,Discover,01SEP19:00:00:00,1
49844,900.26,4.1660828E15,VISA 16 digit,01MAY22:00:00:00,1
49873,1050.95,589333009035,Voyager,01AUG19:00:00:00,1
49874,1150.17,4.0047191E12,VISA 13 digit,01FEB20:00:00:00,1
49881,1170.1,4.8106962E15,Discover,01SEP22:00:00:00,1
49886,990.77,4.6659198E12,JCB 16 digit,01JAN21:00:00:00,1
49904,950.79,3.7468586E14,VISA 13 digit,01AUG18:00:00:00,1
49919,860.15,501813510721,Maestro,01DEC26:00:00:00,1
49931,1040.16,675929133899,VISA 16 digit,01JUN22:00:00:00,1
49944,620.44,8.6993873E14,Diners Club / Carte Blanche,01JAN20:00:00:00,1
49957,980.19,6.0119665E15,VISA 13 digit,01JAN18:00:00:00,1
49963,1160.43,3.528605E15,VISA 16 digit,01JUN19:00:00:00,1
49966,690.13,3.0229131E13,Maestro,01MAY18:00:00:00,1
49982,1070.62,5.168238E15,VISA 13 digit,01FEB19:00:00:00,1
50009,850.82,5.5895811E15,JCB 15 digit,01MAR22:00:00:00,1
50013,1150.47,8.6998458E14,Maestro,01OCT18:00:00:00,1
50020,1060.28,3.5284304E15,American Express,01JUN21:00:00:00,1
50037,1040.63,5.137382E15,Mastercard,01JUL18:00:00:00,1
50054,730.68,3.5285236E15,Discover,01DEC17:00:00:00,1
50056,710.84,2.1004563E14,JCB 15 digit,01SEP18:00:00:00,12
50057,1180.14,5.4438774E15,Mastercard,01MAY18:00:00:00,12
50067,980.39,8.6991969E14,American Express,01MAY23:00:00:00,1
50070,920.12,4.9493221E15,JCB 16 digit,01SEP21:00:00:00,1
50086,840.56,2.1007068E14,JCB 15 digit,01MAR21:00:00:00,1
50090,810.81,3.1126174E15,VISA 13 digit,01NOV18:00:00:00,1
50093,720.9,676210302391,VISA 16 digit,01DEC22:00:00:00,1
50114,920.4,5.5622684E15,Discover,01MAR19:00:00:00,1
50115,720.78,3.3378531E15,JCB 16 digit,01DEC22:00:00:00,1
50131,1020.49,5.3050363E15,American Express,01SEP24:00:00:00,1
50134,1080.73,3.7612819E14,Maestro,01DEC17:00:00:00,1
50145,740.64,5.5414047E15,Maestro,01MAR18:00:00:00,1
50192,740.11,4.354492E15,Mastercard,01APR18:00:00:00,1
50193,970.48,639022870757,VISA 16 digit,01MAY19:00:00:00,12
50195,970.52,3.1128084E15,VISA 16 digit,01OCT17:00:00:00,12
50199,770.62,3.0968189E15,JCB 16 digit,01MAY23:00:00:00,1
50213,860.99,3.0036432E13,American Express,01DEC18:00:00:00,1
50215,760.28,4.9345083E15,Diners Club / Carte Blanche,01MAR19:00:00:00,12
50221,1180.08,3.7123853E14,Voyager,01MAR19:00:00:00,1
50228,840.21,5.203439E15,American Express,01APR22:00:00:00,1
50247,1040,3.0889778E15,VISA 16 digit,01FEB19:00:00:00,12
50249,1090.39,3.0582663E13,JCB 16 digit,01FEB18:00:00:00,1
50258,790.69,8.699328E14,VISA 16 digit,01NOV17:00:00:00,1
50270,1170.83,5.3797436E15,Mastercard,01MAY20:00:00:00,1
50287,910.82,3.0291409E13,JCB 15 digit,01MAR18:00:00:00,1
50311,930.65,4.2218401E15,Maestro,01SEP22:00:00:00,1
50326,780.52,6.0112603E15,JCB 16 digit,01MAY20:00:00:00,1
50333,670.03,3.7403177E14,Discover,01SEP26:00:00:00,1
50358,1070.61,3.0150384E13,Maestro,01MAR19:00:00:00,1
50364,1090.44,4.6607325E15,JCB 15 digit,01NOV17:00:00:00,1
50371,630.63,3.7783036E14,Mastercard,01JUL21:00:00:00,1
50411,640.07,3.431226E14,JCB 16 digit,01MAY19:00:00:00,1
50417,890.21,1.8000588E14,VISA 16 digit,01JAN21:00:00:00,1
50424,990.78,5.462718E15,Discover,01MAR21:00:00:00,1
50429,870.28,3.1125316E15,Voyager,01JUL18:00:00:00,1
50433,710.09,3.0883268E15,Voyager,01MAY21:00:00:00,1
50451,1060.43,5.3694631E15,American Express,01OCT19:00:00:00,1
50457,980.34,4.5558866E15,Discover,01NOV22:00:00:00,12
50460,690.8,4.1506937E15,VISA 16 digit,01JUN20:00:00:00,12
50488,940.63,4.8833736E15,Mastercard,01JUL18:00:00:00,1
50498,1110.08,4.5817275E15,VISA 13 digit,01MAR21:00:00:00,1
50499,810.16,2.1000479E14,VISA 13 digit,01AUG20:00:00:00,1
50512,670.74,8.699217E14,Maestro,01DEC23:00:00:00,1
50528,610.28,3.1122118E15,Discover,01MAR18:00:00:00,1
50543,850.29,3.158124E15,Diners Club / Carte Blanche,01APR18:00:00:00,12
50544,1070.9,8.6999691E14,Diners Club / Carte Blanche,01NOV18:00:00:00,1
50546,1180.93,4.344796E15,JCB 15 digit,01DEC23:00:00:00,1
50549,1090.76,8.69969E14,JCB 16 digit,01MAR19:00:00:00,1
50564,1130.24,4.1689435E15,Diners Club / Carte Blanche,01JUN22:00:00:00,1
50569,860.53,676147678616,Maestro,01MAY21:00:00:00,1
50579,960.6,639088905596,JCB 15 digit,01SEP22:00:00:00,1
50582,1050.2,3.0966397E15,VISA 16 digit,01FEB21:00:00:00,1
50591,1010.82,3.1126408E15,Voyager,01MAR20:00:00:00,1
50598,670.01,4.6160023E15,VISA 16 digit,01OCT18:00:00:00,12
50602,740.95,3.0501626E13,Maestro,01NOV26:00:00:00,12
50608,830.79,4.9387361E15,VISA 16 digit,01MAY19:00:00:00,12
50616,980.92,6.0114487E15,JCB 16 digit,01DEC19:00:00:00,1
50618,781,8.6993833E14,Diners Club / Carte Blanche,01AUG19:00:00:00,1
50624,1040.68,502032250289,VISA 16 digit,01NOV18:00:00:00,12
50628,1080.21,8.6998743E14,Voyager,01AUG19:00:00:00,1
50647,980.05,4.53601E15,VISA 16 digit,01MAR18:00:00:00,1
50657,690.21,3.0422535E13,JCB 16 digit,01SEP19:00:00:00,1
50658,1080.99,3.73955E14,VISA 16 digit,01SEP20:00:00:00,1
50682,760.31,3.0968883E15,American Express,01MAR24:00:00:00,1
50687,960.17,4.2760393E15,VISA 13 digit,01FEB20:00:00:00,1
50699,1050.05,4.0030294E15,Discover,01JUN25:00:00:00,1
50702,930.1,1.8005093E14,VISA 13 digit,01AUG25:00:00:00,1
50708,660.19,4.7886866E12,JCB 16 digit,01JUN20:00:00:00,1
50721,950.5,4.4441774E12,Diners Club / Carte Blanche,01JUL23:00:00:00,1
50727,1120.95,3.7425751E14,Voyager,01AUG18:00:00:00,1
50728,1090.56,8.6992776E14,VISA 13 digit,01JAN18:00:00:00,1
50729,890.98,8.699887E14,Voyager,01NOV19:00:00:00,1
50732,790.52,3.4812584E14,JCB 16 digit,01AUG19:00:00:00,1
50733,960.18,2.1005461E14,VISA 16 digit,01DEC17:00:00:00,1
50746,1010.93,6.0118796E15,VISA 13 digit,01JAN21:00:00:00,1
50764,1200.79,3.0886165E15,VISA 16 digit,01NOV20:00:00:00,1
50766,780.93,3.4818894E14,VISA 13 digit,01AUG19:00:00:00,1
50774,800.21,2.1002631E14,Discover,01APR27:00:00:00,1
50782,1100.09,4.3767226E12,VISA 16 digit,01AUG19:00:00:00,1
50786,920.56,4.2187573E15,Discover,01DEC19:00:00:00,12
50795,700.82,3.7041847E14,Voyager,01NOV19:00:00:00,1
50814,1160.62,3.0961798E15,Mastercard,01JUN18:00:00:00,12
50817,770.54,4.9766196E15,VISA 16 digit,01MAY19:00:00:00,1
50822,950.96,676271818541,VISA 16 digit,01SEP20:00:00:00,1
50828,1040.3,3.1124228E15,Diners Club / Carte Blanche,01JUN19:00:00:00,1
50837,1050.74,8.6994182E14,Discover,01FEB25:00:00:00,12
50849,1090.42,8.6994012E14,VISA 13 digit,01JUN18:00:00:00,12
50862,750.53,639074368288,Maestro,01APR18:00:00:00,1
50885,670.12,8.6991441E14,Discover,01MAR21:00:00:00,1
50912,1060.05,8.6993444E14,JCB 16 digit,01AUG18:00:00:00,1
50934,1070.97,5.4023516E15,VISA 13 digit,01OCT21:00:00:00,1
50937,850.23,3.0054361E13,VISA 16 digit,01OCT19:00:00:00,1
50949,1080.34,6.011812E15,Discover,01FEB18:00:00:00,12
50953,840.1,3.5286184E15,Discover,01JUL20:00:00:00,1
50960,830.75,589342214204,VISA 16 digit,01SEP20:00:00:00,1
50962,920.54,501868964500,Mastercard,01SEP24:00:00:00,12
50963,840.75,1.8006622E14,JCB 15 digit,01FEB26:00:00:00,1
51000,940.96,3.4566657E14,JCB 15 digit,01SEP21:00:00:00,12
51032,880.67,3.1125742E15,JCB 16 digit,01MAY19:00:00:00,1
51050,720.14,6.0117091E15,Mastercard,01JUN18:00:00:00,1
51053,1050.34,4.1125756E15,Voyager,01MAY21:00:00:00,1
51056,880.04,3.3379596E15,VISA 13 digit,01DEC19:00:00:00,1
51057,950.77,501873083775,JCB 16 digit,01JAN19:00:00:00,12
51059,790.26,3.0409372E13,Voyager,01JUL19:00:00:00,12
51075,930.91,4.8693088E12,VISA 16 digit,01JUL23:00:00:00,1
51090,1070.51,630437373974,American Express,01AUG18:00:00:00,1
51115,1090.08,4.6853855E12,Mastercard,01MAY25:00:00:00,1
51119,600.33,3.0888608E15,VISA 13 digit,01MAY20:00:00:00,1
51127,910.6,3.1582252E15,VISA 16 digit,01JAN20:00:00:00,1
51128,1070.16,6.0111019E15,VISA 16 digit,01JUL18:00:00:00,1
51132,1010.86,8.6998097E14,Mastercard,01JAN22:00:00:00,12
51138,730.5,3.0056828E13,JCB 15 digit,01FEB20:00:00:00,1
51142,820.01,6.0116256E15,VISA 13 digit,01MAR21:00:00:00,12
51148,760.53,4.2505722E15,VISA 13 digit,01FEB23:00:00:00,1
51149,770.23,3.0966105E15,American Express,01AUG18:00:00:00,1
51151,880.36,6.0115643E15,VISA 13 digit,01OCT20:00:00:00,1
51176,1020.42,503862023382,Maestro,01MAY19:00:00:00,1
51189,830.17,6.0112496E15,JCB 16 digit,01APR18:00:00:00,12
51201,950.72,630408212110,JCB 16 digit,01JUL22:00:00:00,1
51209,910.58,4.1385255E15,Voyager,01JUN20:00:00:00,1
51211,1150.94,502092266431,American Express,01FEB18:00:00:00,1
51214,980.75,4.9704058E12,VISA 13 digit,01JUL18:00:00:00,1
51228,1190.29,2.1004577E14,VISA 16 digit,01AUG18:00:00:00,1
51244,620.69,1.8007423E14,Mastercard,01MAR20:00:00:00,1
51272,1200.11,503827877658,JCB 16 digit,01AUG19:00:00:00,1
51299,930.1,503899618709,Voyager,01NOV17:00:00:00,1
51300,930.96,3.0961593E15,JCB 16 digit,01JAN21:00:00:00,1
51309,1170.79,3.5281084E15,Mastercard,01SEP19:00:00:00,1
51313,660.67,4.6098616E12,JCB 16 digit,01JUL18:00:00:00,1
51314,910.03,5.2344304E15,Maestro,01APR21:00:00:00,1
51316,950.78,4.7319145E15,Voyager,01OCT19:00:00:00,1
51330,1150.96,3.7905349E14,American Express,01NOV24:00:00:00,1
51331,800.14,5.4602279E15,Voyager,01MAY23:00:00:00,1
51333,760.71,4.2180874E15,Voyager,01AUG18:00:00:00,1
51335,990.76,8.6993422E14,Maestro,01AUG19:00:00:00,12
51337,880.63,4.9830936E15,Mastercard,01JUL19:00:00:00,1
51341,1100.97,6.0118262E15,JCB 16 digit,01JUN23:00:00:00,12
51345,1000.21,4.1105906E15,Mastercard,01DEC18:00:00:00,1
51347,880.79,5.4092279E15,JCB 15 digit,01JAN19:00:00:00,12
51362,970.36,5.2140517E15,Discover,01FEB19:00:00:00,12
51391,1080.82,6.0112475E15,Discover,01APR21:00:00:00,1
51407,1150.4,3.1123531E15,Diners Club / Carte Blanche,01MAR23:00:00:00,1
51415,1180.86,3.0083E13,Voyager,01MAY24:00:00:00,1
51424,990.08,8.6994595E14,VISA 13 digit,01SEP18:00:00:00,12
51436,930.36,8.6998498E14,Voyager,01MAR25:00:00:00,1
51438,1010.62,1.8004218E14,Discover,01FEB22:00:00:00,1
51441,840.08,676255885425,JCB 16 digit,01DEC17:00:00:00,1
51443,660.52,3.3379279E15,Mastercard,01MAY25:00:00:00,1
51450,640.22,1.8007021E14,Maestro,01FEB24:00:00:00,1
51451,660.5,6.0115672E15,JCB 16 digit,01NOV17:00:00:00,1
51459,1060.01,8.6997936E14,VISA 16 digit,01FEB19:00:00:00,1
51476,1190.33,3.4200764E14,VISA 13 digit,01SEP19:00:00:00,12
51483,690.39,676221943944,JCB 15 digit,01JAN20:00:00:00,1
51490,840.54,4.3551809E15,VISA 16 digit,01FEB18:00:00:00,1
51498,1080.78,5.3041855E15,JCB 16 digit,01NOV21:00:00:00,1
51511,1120.66,6.011046E15,Diners Club / Carte Blanche,01AUG23:00:00:00,1
51515,1150.53,6.0114691E15,JCB 16 digit,01MAR22:00:00:00,1
51522,860.95,3.0020823E13,JCB 16 digit,01MAY22:00:00:00,12
51538,1180.68,3.0250099E13,VISA 13 digit,01MAY18:00:00:00,12
51543,1200.03,8.6997259E14,Maestro,01JAN18:00:00:00,1
51566,1140.97,4.996609E15,VISA 13 digit,01MAR23:00:00:00,1
51572,1150.68,5.3152561E15,Discover,01FEB18:00:00:00,1
51582,660.97,5.5598639E15,Discover,01DEC20:00:00:00,12
51607,960.14,2.1004069E14,JCB 15 digit,01APR18:00:00:00,1
51630,900.67,589355852486,Mastercard,01MAR18:00:00:00,1
51636,760.06,2.1009317E14,Maestro,01MAR20:00:00:00,1
51678,880.01,6.0118991E15,American Express,01MAR18:00:00:00,1
51679,630.09,3.492945E14,VISA 13 digit,01APR20:00:00:00,1
51690,900.64,6.0119936E15,Maestro,01OCT17:00:00:00,1
51704,740.62,501823772097,JCB 16 digit,01MAR19:00:00:00,1
51708,980.03,4.6866088E15,JCB 15 digit,01AUG19:00:00:00,1
51718,1000.01,3.7121453E14,Mastercard,01NOV17:00:00:00,1
51731,850.17,675957954430,American Express,01APR22:00:00:00,1
51737,1030.7,1.8009302E14,Voyager,01DEC19:00:00:00,1
51745,720.59,6.0114899E15,Discover,01MAR23:00:00:00,1
51750,780.62,2.100895E14,JCB 15 digit,01APR21:00:00:00,1
51753,710.41,630462976238,Discover,01FEB18:00:00:00,1
51770,1020.42,3.0889947E15,American Express,01MAR19:00:00:00,1
51775,780.39,3.0200891E13,Maestro,01JAN20:00:00:00,12
51779,1120.02,4.6489304E12,Maestro,01OCT24:00:00:00,1
51821,790.55,3.1124533E15,Maestro,01JUL18:00:00:00,1
51837,1000.21,5.2127892E15,Maestro,01MAR19:00:00:00,12
51838,880.14,5.511924E15,Voyager,01OCT17:00:00:00,12
51843,880.5,3.1125157E15,Mastercard,01JUL20:00:00:00,1
51862,900.25,3.0969143E15,JCB 16 digit,01APR21:00:00:00,1
51864,1010.54,6.0112457E15,Voyager,01JUL18:00:00:00,1
51878,1160.26,503854317818,JCB 16 digit,01AUG26:00:00:00,12
51882,960.5,4.4079511E15,Mastercard,01FEB22:00:00:00,1
51884,740.89,5.1674795E15,Diners Club / Carte Blanche,01AUG23:00:00:00,1
51891,1020.15,8.699414E14,VISA 16 digit,01FEB19:00:00:00,1
51930,740.63,676320835660,Discover,01AUG21:00:00:00,1
51936,1130.19,3.0094715E13,VISA 13 digit,01AUG22:00:00:00,1
51938,1150.14,4.0763385E12,Mastercard,01AUG24:00:00:00,1
51944,650.79,4.0205657E12,Mastercard,01JUL20:00:00:00,1
51966,790.13,5.2663667E15,JCB 15 digit,01OCT17:00:00:00,1
51987,740.46,2.1008516E14,JCB 16 digit,01JUN19:00:00:00,1
51988,720.3,4.8720742E15,Mastercard,01FEB25:00:00:00,1
51994,780.9,3.0349644E13,Mastercard,01JUN20:00:00:00,1
51996,1140.79,8.699279E14,American Express,01FEB21:00:00:00,1
52013,690.96,3.0963395E15,VISA 13 digit,01SEP18:00:00:00,1
52031,670.94,3.1128999E15,Discover,01JUL19:00:00:00,1
52044,1060.08,4.6240655E12,Diners Club / Carte Blanche,01NOV17:00:00:00,1
52056,1090.57,4.6837487E15,Voyager,01APR23:00:00:00,1
52059,1140.59,3.7235116E14,Maestro,01NOV20:00:00:00,1
52081,980.84,3.0000897E13,VISA 16 digit,01JUL18:00:00:00,1
52085,1060.37,5.2504832E15,VISA 16 digit,01DEC17:00:00:00,1
52097,1120.99,3.0463845E13,Mastercard,01MAR18:00:00:00,12
52100,1080.03,3.3376449E15,Diners Club / Carte Blanche,01DEC23:00:00:00,12
52101,660.19,675947035951,Discover,01JAN27:00:00:00,1
52102,820.01,8.6992065E14,Diners Club / Carte Blanche,01JUN20:00:00:00,1
52118,1200.03,6.0110657E15,Mastercard,01NOV18:00:00:00,1
52124,630.86,5.5814916E15,JCB 15 digit,01DEC17:00:00:00,1
52127,940.62,6.0112914E15,VISA 13 digit,01JUN18:00:00:00,1
52144,630.27,4.4165539E15,VISA 16 digit,01JUL19:00:00:00,1
52150,630.63,4.6305824E15,VISA 16 digit,01MAY18:00:00:00,1
52170,650.72,3.1126764E15,VISA 13 digit,01MAY20:00:00:00,1
52174,1100.53,502047392787,JCB 15 digit,01MAR21:00:00:00,1
52176,1170.57,8.6999991E14,American Express,01FEB18:00:00:00,12
52179,1200.28,4.9358248E15,JCB 15 digit,01FEB25:00:00:00,1
52180,860.67,3.0164399E13,VISA 16 digit,01MAY18:00:00:00,1
52194,760.75,4.6321407E12,Diners Club / Carte Blanche,01APR24:00:00:00,1
52196,1090.41,2.1006253E14,Discover,01JUN18:00:00:00,1
52197,1070.5,5.5948283E15,VISA 16 digit,01NOV20:00:00:00,1
52201,710.43,5.2967798E15,VISA 16 digit,01OCT20:00:00:00,1
52203,780.55,4.3624604E15,VISA 16 digit,01JUN21:00:00:00,1
52212,1180.77,4.1505503E15,Voyager,01MAY19:00:00:00,1
52256,880.14,4.930625E15,JCB 16 digit,01JUN18:00:00:00,1
52302,940.01,4.730674E15,VISA 16 digit,01MAY18:00:00:00,1
52335,970.79,3.1583073E15,American Express,01MAY23:00:00:00,1
52343,1190.08,3.1120288E15,VISA 16 digit,01JAN18:00:00:00,1
52350,690.01,3.0136583E13,JCB 16 digit,01MAY20:00:00:00,1
52353,1070.64,3.0430219E13,Discover,01JUN24:00:00:00,12
52389,870.98,503888277640,Mastercard,01AUG19:00:00:00,1
52390,750.98,3.1121067E15,American Express,01APR18:00:00:00,1
52392,610.84,3.0885646E15,Discover,01JAN22:00:00:00,1
52404,1200.61,3.0192143E13,Discover,01MAY19:00:00:00,12
52406,780.03,8.6999657E14,Diners Club / Carte Blanche,01MAR22:00:00:00,1
52422,820.26,8.6993473E14,VISA 16 digit,01SEP18:00:00:00,1
52431,880.28,1.8005778E14,Maestro,01SEP19:00:00:00,1
52440,1140.97,3.0881297E15,Voyager,01OCT17:00:00:00,12
52441,800.12,3.0962673E15,JCB 16 digit,01JUL20:00:00:00,1
52478,1080.97,3.0369503E13,JCB 16 digit,01MAR18:00:00:00,12
52493,980.76,4.8159454E12,Voyager,01FEB23:00:00:00,12
52498,710.11,501807849150,VISA 16 digit,01MAR19:00:00:00,12
52504,840.94,3.4069619E14,JCB 16 digit,01FEB23:00:00:00,12
52522,1130.9,8.6991889E14,Voyager,01JAN19:00:00:00,1
52536,1040.95,503857133907,American Express,01MAR18:00:00:00,1
52562,670.44,3.528149E15,Diners Club / Carte Blanche,01MAY23:00:00:00,1
52599,920.96,3.0489978E13,JCB 15 digit,01MAR20:00:00:00,1
52607,1130.33,4.3898761E15,VISA 16 digit,01MAY21:00:00:00,12
52659,1140.09,3.756143E14,JCB 16 digit,01NOV17:00:00:00,1
52660,760.98,2.1004234E14,JCB 15 digit,01JUN19:00:00:00,1
52661,1020.4,3.3372806E15,JCB 15 digit,01JUN19:00:00:00,12
52662,1100.26,6.0112625E15,JCB 16 digit,01JAN18:00:00:00,1
52665,1020.62,676138487381,Discover,01JAN19:00:00:00,1
52672,1170.52,3.337514E15,Maestro,01NOV19:00:00:00,1
52680,980.41,2.1006636E14,VISA 16 digit,01JUL24:00:00:00,1
52695,1090.87,3.1128771E15,VISA 13 digit,01JAN26:00:00:00,12
52701,1010.57,8.6993103E14,JCB 16 digit,01AUG19:00:00:00,1
52708,1000.03,4.3507565E12,VISA 16 digit,01JUL18:00:00:00,1
52733,640.9,8.6997328E14,Voyager,01MAY18:00:00:00,12
52753,880.43,8.6992213E14,JCB 15 digit,01NOV17:00:00:00,1
52757,710.57,5.3567004E15,Voyager,01JAN20:00:00:00,1
52784,630.4,1.8007229E14,Diners Club / Carte Blanche,01APR23:00:00:00,1
52807,1170.52,5.340721E15,JCB 16 digit,01AUG22:00:00:00,1
52839,750.51,6.0111582E15,JCB 16 digit,01JAN20:00:00:00,1
52865,1140.72,5.5875434E15,Diners Club / Carte Blanche,01NOV20:00:00:00,12
52868,820.7,3.1129739E15,VISA 13 digit,01MAR18:00:00:00,1
52886,840.16,2.1000688E14,Voyager,01FEB20:00:00:00,1
52894,700.79,2.1009487E14,VISA 13 digit,01NOV21:00:00:00,1
52895,830.73,3.3376926E15,VISA 13 digit,01MAY20:00:00:00,1
52905,770.67,589315924391,Discover,01JAN23:00:00:00,1
52908,940.13,6.0114497E15,JCB 16 digit,01FEB18:00:00:00,1
52925,630.58,2.100623E14,Mastercard,01MAR23:00:00:00,1
52940,660.46,6.0115226E15,American Express,01APR18:00:00:00,1
52944,790.4,6.0112055E15,JCB 16 digit,01OCT20:00:00:00,1
52950,1040.94,3.0247498E13,Maestro,01JAN20:00:00:00,1
52983,620.75,5.1017748E15,JCB 16 digit,01AUG18:00:00:00,1
52999,650.85,3.7806017E14,JCB 15 digit,01SEP22:00:00:00,1
53007,1030.86,3.7208457E14,Voyager,01AUG19:00:00:00,1
53036,930.8,5.2650581E15,Voyager,01APR19:00:00:00,1
53038,770.02,3.5287804E15,JCB 16 digit,01JUL20:00:00:00,1
53041,890.72,5.3430226E15,Voyager,01AUG19:00:00:00,1
53049,760.15,6.0115571E15,VISA 16 digit,01JUN19:00:00:00,12
53050,1050.25,4.0128456E15,JCB 16 digit,01NOV21:00:00:00,1
53053,800.24,2.1009021E14,Voyager,01OCT18:00:00:00,1
53057,810.95,3.0153761E13,VISA 13 digit,01JUN24:00:00:00,1
53060,730.35,6.0111685E15,Maestro,01JAN18:00:00:00,12
53078,890.08,6.0118426E15,Discover,01JUN18:00:00:00,1
53080,1110.89,3.0889693E15,Diners Club / Carte Blanche,01MAY18:00:00:00,1
53082,1040.78,8.6997472E14,Voyager,01JAN19:00:00:00,1
53088,650.26,676288027540,Maestro,01SEP18:00:00:00,1
53135,1050.04,501883275973,Discover,01JUL18:00:00:00,1
53165,1120.13,2.1008697E14,Mastercard,01MAY18:00:00:00,1
53189,1050.15,3.3378451E15,JCB 16 digit,01DEC19:00:00:00,1
53191,740.93,4.0844581E15,Mastercard,01MAR19:00:00:00,1
53200,1050.71,3.3379027E15,Diners Club / Carte Blanche,01AUG19:00:00:00,1
53225,990.76,4.4651103E15,JCB 16 digit,01MAY18:00:00:00,1
53231,610.68,4.6800581E12,JCB 15 digit,01JUN20:00:00:00,1
53255,1030.92,3.3370872E15,American Express,01MAR18:00:00:00,12
53285,910.9,3.0409901E13,JCB 16 digit,01DEC17:00:00:00,1
53294,640.95,5.1124957E15,Voyager,01JUL19:00:00:00,1
53299,1020.37,1.8008512E14,JCB 15 digit,01JAN18:00:00:00,1
53300,1130.59,4.0040178E15,Maestro,01SEP19:00:00:00,1
53308,690.76,5.3818673E15,VISA 16 digit,01MAY21:00:00:00,1
53309,660.52,3.7541175E14,Diners Club / Carte Blanche,01MAY18:00:00:00,1
53341,860.12,6.0117256E15,VISA 16 digit,01APR18:00:00:00,1
53347,710.52,4.2892124E15,JCB 16 digit,01AUG18:00:00:00,1
